2024-02-23 19:21:52	DEBUG	debug
2024-02-23 19:21:52	INFO	info
2024-02-23 19:21:52	WARN	warn
2024-02-23 19:21:52	ERROR	error
2024-02-23 19:21:52	FATAL	fatal
2024-02-23 19:21:52	ERROR	test macro fmt error aa
2024-02-23 19:27:05	DEBUG	debug
2024-02-23 19:27:05	INFO	info
2024-02-23 19:27:05	WARN	warn
2024-02-23 19:27:05	ERROR	error
2024-02-23 19:27:05	FATAL	fatal
2024-02-23 19:27:05	ERROR	test macro fmt error aa
2024-02-23 19:56:24	DEBUG	debug
2024-02-23 19:56:24	INFO	info
2024-02-23 19:56:24	WARN	warn
2024-02-23 19:56:24	ERROR	error
2024-02-23 19:56:24	FATAL	fatal
2024-02-23 19:56:24	ERROR	test macro fmt error aa
2024-02-23 20:01:46	DEBUG	debug
2024-02-23 20:01:46	INFO	info
2024-02-23 20:01:46	WARN	warn
2024-02-23 20:01:46	ERROR	error
2024-02-23 20:01:46	FATAL	fatal
2024-02-23 20:01:46	ERROR	test macro fmt error aa
2024-02-23 20:03:56	DEBUG	debug
2024-02-23 20:03:56	INFO	info
2024-02-23 20:03:56	WARN	warn
2024-02-23 20:03:56	ERROR	error
2024-02-23 20:03:56	FATAL	fatal
2024-02-23 20:03:56	ERROR	test macro fmt error aa
2024-02-23 20:04:37	DEBUG	debug
2024-02-23 20:04:37	INFO	info
2024-02-23 20:04:37	WARN	warn
2024-02-23 20:04:37	ERROR	error
2024-02-23 20:04:37	FATAL	fatal
2024-02-23 20:04:37	ERROR	test macro fmt error aa
2024-02-23 20:06:52	DEBUG	debug
2024-02-23 20:06:52	INFO	info
2024-02-23 20:06:52	WARN	warn
2024-02-23 20:06:52	ERROR	error
2024-02-23 20:06:52	FATAL	fatal
2024-02-23 20:06:52	ERROR	test macro fmt error aa
2024-02-23 20:11:57	DEBUG	debug
2024-02-23 20:11:57	INFO	info
2024-02-23 20:11:57	WARN	warn
2024-02-23 20:11:57	ERROR	error
2024-02-23 20:11:57	FATAL	fatal
2024-02-23 20:11:57	ERROR	test macro fmt error aa
2024-02-23 20:12:53	DEBUG	debug
2024-02-23 20:12:53	INFO	info
2024-02-23 20:12:53	WARN	warn
2024-02-23 20:12:53	ERROR	error
2024-02-23 20:12:53	FATAL	fatal
2024-02-23 20:12:53	ERROR	test macro fmt error aa
2024-02-23 20:13:33	DEBUG	debug
2024-02-23 20:13:33	INFO	info
2024-02-23 20:13:33	WARN	warn
2024-02-23 20:13:33	ERROR	error
2024-02-23 20:13:33	FATAL	fatal
2024-02-23 20:13:33	ERROR	test macro fmt error aa
2024-02-23 20:20:54	DEBUG	debug
2024-02-23 20:20:55	INFO	info
2024-02-23 20:20:55	WARN	warn
2024-02-23 20:20:56	ERROR	error
2024-02-23 20:20:57	FATAL	fatal
2024-02-23 20:20:58	ERROR	test macro fmt error aa
